label,fake,bias,response
0.0,0.10672086,0.17775804,impartial
1.0,0.6029136,0.5160722,bias
0.0,0.031123636,0.19034852,bias
1.0,0.59563345,0.45969224,bias
0.0,0.11647885,0.17270613,impartial
1.0,0.4832355,0.37972626,bias
0.0,0.21266001,0.29249537,unsure
1.0,0.0,0.0,bias
0.0,0.036103573,0.16183783,bias
1.0,0.34816834,0.29911247,impartial
0.0,0.31386632,0.3555255,unsure
1.0,0.24076088,0.31678727,bias
1.0,0.0,0.0,bias
0.0,0.1907695,0.28096724,bias
1.0,0.35922733,0.39315757,bias
1.0,0.14884853,0.29376456,bias
1.0,0.09905812,0.33683443,bias
0.0,0.21365003,0.26842007,unsure
1.0,0.3051751,0.35876584,bias
1.0,0.15102066,0.2955665,bias
0.0,0.12551427,0.21622005,impartial
1.0,0.52245075,0.37055728,unsure
1.0,0.73336345,0.9173869,impartial
1.0,0.13178346,0.21671842,unsure
0.0,0.03849054,0.24978098,bias
0.0,0.40567613,0.25983644,impartial
0.0,0.2919742,0.31510517,impartial
1.0,0.17887239,0.46280414,bias
1.0,0.61287403,0.3474529,bias
0.0,0.18108222,0.25000784,impartial
1.0,0.09486514,0.21979776,bias
0.0,0.07103933,0.16366874,bias
1.0,0.3770453,0.41721448,bias
1.0,0.36985067,0.58631587,bias
0.0,0.3486207,0.15413757,impartial
0.0,0.08469931,0.32430893,bias
0.0,0.12464707,0.25213593,impartial
0.0,0.40912428,0.32148904,unsure
0.0,0.45438412,0.3244459,impartial
1.0,0.45349362,0.31215876,impartial
1.0,0.33166215,0.43435,bias
1.0,0.33843505,0.41082513,bias
0.0,0.20125109,0.2451446,bias
1.0,0.24581635,0.31441677,bias
1.0,0.32787168,0.13252912,unsure
0.0,0.13449156,0.17475128,impartial
0.0,0.21217659,0.41448727,impartial
0.0,0.07158783,0.33044812,bias
0.0,0.07996726,0.18963793,impartial
1.0,0.25280762,0.33056715,bias
0.0,0.20436092,0.39430892,bias
1.0,0.114509955,0.122834556,bias
1.0,0.38618705,0.33096972,unsure
1.0,0.79500544,0.43155494,bias
1.0,0.4569672,0.35936078,bias
1.0,0.2725396,0.29706,impartial
1.0,0.32555455,0.22233884,impartial
1.0,0.67061335,0.42474592,bias
0.0,0.25273895,0.28769374,impartial
0.0,0.2567434,0.3053265,bias
1.0,0.12708284,0.25885797,bias
1.0,0.51163787,0.22799324,unsure
1.0,0.3267223,0.44362512,bias
1.0,0.15026549,0.23337246,impartial
0.0,0.13848332,0.15628909,unsure
0.0,0.20746382,0.16381839,unsure
0.0,0.089255236,0.26536268,bias
0.0,0.35397145,0.22948772,impartial
1.0,0.2801893,0.25609824,bias
1.0,0.33773056,0.33939514,bias
1.0,0.0,0.0,bias
1.0,0.23931682,0.38052282,bias
0.0,0.12513365,0.2540194,impartial
0.0,0.54665136,0.19514199,impartial
0.0,0.35240996,0.45761648,unsure
1.0,0.40827277,0.49286374,bias
0.0,0.120408505,0.26996857,bias
1.0,0.083889134,0.22668472,bias
1.0,0.16689992,0.29362708,unsure
1.0,0.0,0.0,bias
0.0,0.12236005,0.23256564,bias
1.0,0.14702654,0.2801131,bias
1.0,0.1390478,0.28163722,unsure
1.0,0.2829958,0.33660984,impartial
1.0,0.16169794,0.18457572,bias
0.0,0.29129738,0.2762107,unsure
1.0,0.09918813,0.29469997,impartial
0.0,0.15062502,0.2800149,unsure
1.0,0.08118349,0.16707924,bias
0.0,0.48746672,0.46773538,bias
0.0,0.0,0.0,bias
1.0,0.11694963,0.20160343,impartial
0.0,0.37967402,0.3629778,impartial
1.0,0.8768509,0.51204234,bias
1.0,0.0,0.0,bias
0.0,0.2707832,0.33881506,unsure
1.0,0.5334776,0.29128912,bias
0.0,0.059404913,0.2702702,impartial
0.0,0.07671889,0.1794368,impartial
0.0,0.19602847,0.21690694,bias
0.0,0.13120912,0.37369755,bias
0.0,0.639618,0.3638081,bias
0.0,0.044206947,0.20610298,impartial
1.0,0.0,0.0,bias
0.0,0.2959586,0.34658283,unsure
1.0,0.118063085,0.37572482,bias
1.0,0.42613903,0.50866157,bias
1.0,0.25296298,0.46246478,bias
0.0,0.25168222,0.38648286,unsure
0.0,0.19315058,0.29698586,bias
1.0,0.30455804,0.3280112,bias
1.0,0.51976734,0.47336888,impartial
0.0,0.1429532,0.3108662,impartial
0.0,0.18909377,0.25095835,impartial
1.0,0.13703266,0.26925135,bias
1.0,0.44085884,0.47751033,bias
1.0,0.13181917,0.24404606,unsure
1.0,0.23074977,0.3570304,unsure
0.0,0.11114761,0.2573085,bias
1.0,0.5068345,0.48498255,bias
0.0,0.17591761,0.16794097,impartial
1.0,0.51590574,0.3675176,impartial
0.0,0.18467312,0.24145928,impartial
1.0,0.0,0.0,bias
0.0,0.31345472,0.26711732,impartial
1.0,0.34404343,0.3030236,impartial
1.0,0.5513282,0.4485811,bias
0.0,0.20142189,0.27959502,impartial
1.0,0.32498842,0.29076713,bias
1.0,0.6081728,0.55815047,bias
0.0,0.12600143,0.23685098,impartial
1.0,0.33766398,0.35764673,bias
1.0,0.0,0.0,bias
1.0,0.3648795,0.44426584,bias
0.0,0.17611752,0.2845368,impartial
1.0,0.0,0.0,bias
0.0,0.13039158,0.28953242,impartial
0.0,0.33783105,0.39785135,unsure
0.0,0.20747755,0.3784448,bias
0.0,0.27493095,0.33341977,bias
1.0,0.38212344,0.477871,impartial
1.0,0.3113441,0.43390802,bias
1.0,0.1818893,0.43676752,impartial
0.0,0.34706047,0.33476257,bias
1.0,0.31930205,0.41025555,bias
0.0,0.36260867,0.26178202,bias
1.0,0.44702408,0.42608118,bias
1.0,0.6035851,0.43377984,bias
0.0,0.25725093,0.30223185,impartial
0.0,0.3421164,0.25231117,impartial
1.0,0.49939087,0.35498872,bias
1.0,0.23893492,0.29228798,bias
0.0,0.25297937,0.23421729,impartial
1.0,0.38013265,0.5170008,bias
0.0,0.12815978,0.30310148,bias
1.0,0.21169175,0.27799922,bias
1.0,0.40302277,0.3233368,bias
0.0,0.08096816,0.32053998,impartial
0.0,0.2598551,0.30284876,impartial
1.0,0.12449654,0.101082884,impartial
0.0,0.41735742,0.2666057,impartial
0.0,0.25052613,0.31770548,bias
1.0,0.48912188,0.46076384,bias
0.0,0.04642877,0.13234872,bias
1.0,0.118878245,0.25056997,unsure
0.0,0.16757713,0.34785423,impartial
1.0,0.093147926,0.15993656,unsure
1.0,0.5342857,0.3454454,bias
0.0,0.18251683,0.37989149,impartial
1.0,0.21598539,0.35741717,bias
0.0,0.33701697,0.36396927,bias
1.0,0.10188871,0.1653376,bias
0.0,0.19988221,0.34397358,unsure
1.0,0.46035814,0.3753469,bias
1.0,0.0,0.0,bias
0.0,0.2825892,0.37443233,bias
1.0,0.21789315,0.38345942,bias
0.0,0.134151,0.22528009,impartial
0.0,0.24158427,0.33998942,bias
0.0,0.22739339,0.35241917,impartial
0.0,0.23322503,0.24867897,unsure
0.0,0.3330426,0.38869354,impartial
0.0,0.14362325,0.17256261,impartial
1.0,0.31822538,0.34473598,impartial
1.0,0.5638008,0.29310894,bias
1.0,0.3505367,0.32904175,unsure
1.0,0.21209323,0.25748932,impartial
1.0,0.34288687,0.19830449,impartial
0.0,0.27560744,0.26412684,unsure
0.0,0.20217803,0.21434811,bias
0.0,0.2948458,0.42126703,bias
1.0,0.30416083,0.4190027,bias
1.0,0.0,0.0,bias
1.0,0.61368275,0.45014548,bias
1.0,0.32909033,0.16525921,impartial
0.0,0.3123195,0.38624096,impartial
1.0,0.55257213,0.59980166,bias
0.0,0.24654233,0.29785812,bias
0.0,0.056375336,0.31602487,bias
0.0,0.46257755,0.40911874,bias
0.0,0.3379933,0.19291589,impartial
1.0,0.40072644,0.4536636,bias
1.0,0.54270685,0.44147167,impartial
0.0,0.09305946,0.24631539,unsure
1.0,0.43048277,0.49006802,bias
1.0,0.34591043,0.27202955,bias
0.0,0.13137737,0.18067813,bias
1.0,0.34486038,0.40136516,bias
1.0,0.25466928,0.4650014,bias
1.0,0.0,0.0,bias
1.0,0.40311196,0.34462398,bias
0.0,0.14125408,0.18020731,impartial
1.0,0.594241,0.472517,bias
1.0,0.59400034,0.29167852,bias
0.0,0.18986894,0.36771223,impartial
1.0,0.62956464,0.47463104,bias
0.0,0.1955828,0.38964385,bias
0.0,0.511153,0.2709696,unsure
0.0,0.3699339,0.27660573,impartial
1.0,0.20215124,0.36940885,unsure
1.0,0.0,0.0,bias
0.0,0.21899101,0.45972612,unsure
0.0,0.11139753,0.21197608,impartial
1.0,0.0,0.0,bias
1.0,0.46693316,0.34388557,bias
1.0,0.0,0.0,bias
0.0,0.038321413,0.2553236,impartial
0.0,0.23283237,0.3543752,unsure
1.0,0.40185085,0.31981546,bias
0.0,0.04907371,0.29768562,bias
1.0,0.24683711,0.4990019,bias
0.0,0.0311675,0.11400557,impartial
1.0,0.09276043,0.41620073,bias
0.0,0.41819507,0.46861014,unsure
0.0,0.2995414,0.49865785,unsure
1.0,0.20271741,0.2093168,bias
0.0,0.36567557,0.3031196,bias
0.0,0.17947887,0.32655516,unsure
1.0,0.20104517,0.34657604,impartial
1.0,0.3932809,0.5616611,bias
1.0,0.3676062,0.61351883,bias
1.0,0.12913825,0.2323738,bias
1.0,0.4264111,0.23139423,impartial
0.0,0.19101593,0.2202658,impartial
1.0,0.1740761,0.32603455,unsure
0.0,0.1052453,0.28481656,bias
0.0,0.29714888,0.35940522,bias
0.0,0.17826322,0.26590312,impartial
1.0,0.10952283,0.19023068,bias
1.0,0.23483706,0.35854205,bias
1.0,0.24819231,0.29357827,bias
0.0,0.15562451,0.17816168,unsure
0.0,0.5316673,0.3038397,unsure
1.0,0.19254452,0.38344914,unsure
1.0,0.34795028,0.23365001,impartial
0.0,0.1925234,0.31752536,bias
0.0,0.70706797,0.3918316,bias
0.0,0.16116136,0.3490944,unsure
0.0,0.45827594,0.40554294,bias
0.0,0.1620003,0.26866105,impartial
0.0,0.067471996,0.1279735,impartial
1.0,0.12830475,0.28490666,bias
0.0,0.06549023,0.17410788,unsure
0.0,0.03172484,0.25965217,impartial
1.0,0.33641028,0.2858881,bias
0.0,0.1684769,0.1957946,impartial
0.0,0.31281918,0.4558301,bias
0.0,0.54736936,0.34708425,impartial
0.0,0.10166711,0.23280521,bias
1.0,0.15652327,0.12710938,bias
1.0,0.27769476,0.48242775,bias
1.0,0.19041127,0.3714192,bias
0.0,0.21895295,0.23852174,bias
1.0,0.43142676,0.30915484,impartial
0.0,0.13200177,0.33914283,bias
0.0,0.12326006,0.24448688,unsure
1.0,0.2510322,0.298079,bias
1.0,0.32082525,0.42166013,unsure
1.0,0.32564047,0.34172076,bias
1.0,0.34149936,0.55375516,bias
1.0,0.0,0.0,bias
1.0,0.42636606,0.36783564,unsure
1.0,0.36223403,0.4060214,bias
0.0,0.12190056,0.108615935,unsure
1.0,0.3164709,0.52940506,bias
0.0,0.18008107,0.2940203,impartial
1.0,0.36428982,0.34679496,impartial
0.0,0.12750538,0.3076116,bias
1.0,0.09109725,0.2848956,bias
1.0,0.1683738,0.4881213,bias
0.0,0.23594452,0.40942788,bias
0.0,0.19566084,0.32468998,impartial
0.0,0.18539606,0.20881896,unsure
1.0,0.17208919,0.27260295,bias
1.0,0.22024469,0.31717926,bias
1.0,0.1513072,0.19939294,impartial
0.0,0.24896437,0.23459077,unsure
0.0,0.26511762,0.22217059,impartial
1.0,0.0,0.0,bias
0.0,0.6636114,0.33655167,bias
1.0,0.20241094,0.11761818,bias
1.0,0.15789418,0.2578473,bias
0.0,0.16347606,0.31135866,unsure
0.0,0.2283131,0.32038912,bias
1.0,0.55153185,0.55700016,bias
1.0,0.2051322,0.24822737,impartial
0.0,0.23909572,0.28440136,bias
0.0,0.24713868,0.35409576,impartial
0.0,0.31657955,0.29649702,unsure
1.0,0.09635594,0.31136802,bias
1.0,0.592032,0.2619005,bias
0.0,0.15975817,0.29923567,bias
0.0,0.33224738,0.29063478,unsure
1.0,0.34425992,0.29048204,bias
0.0,0.18541637,0.21790868,impartial
0.0,0.12836275,0.3584965,bias
1.0,0.21275306,0.15602195,impartial
1.0,0.3878294,0.2944437,bias
1.0,0.23325542,0.30305603,bias
0.0,0.39948478,0.22239782,bias
1.0,0.10521071,0.19146883,bias
1.0,0.2238547,0.25413287,impartial
0.0,0.10951585,0.17561623,impartial
1.0,0.11244299,0.3901168,unsure
1.0,0.55943793,0.4005761,bias
1.0,0.13378358,0.20985858,impartial
1.0,0.1082389,0.19091524,bias
0.0,0.0575256,0.23398702,impartial
1.0,0.58633816,0.48728544,bias
0.0,0.13162255,0.23296046,impartial
0.0,0.18537807,0.30497268,bias
0.0,0.18262318,0.43624684,bias
1.0,0.1928672,0.26592812,bias
0.0,0.4224184,0.25574508,impartial
1.0,0.050114032,0.48482662,bias
1.0,0.18208297,0.39116883,impartial
1.0,0.0,0.0,bias
0.0,0.1520132,0.37774217,bias
0.0,0.057684932,0.1677472,bias
1.0,0.62544924,0.48852438,bias
1.0,0.34610423,0.34401113,bias
0.0,0.039764065,0.31985664,impartial
1.0,0.3663669,0.33848485,unsure
1.0,0.26196545,0.4143087,bias
1.0,0.3794803,0.3975086,bias
1.0,0.3449997,0.21105926,bias
1.0,0.30553597,0.52319074,bias
1.0,0.639472,0.5982224,bias
1.0,0.5170111,0.4902899,bias
0.0,0.12039586,0.16868894,unsure
0.0,0.11072685,0.27717915,bias
1.0,0.11104311,0.18527202,bias
1.0,0.37446302,0.33407533,bias
1.0,0.5651768,0.5025673,bias
1.0,0.35091183,0.2704584,bias
1.0,0.17854844,0.25098524,bias
0.0,0.17054796,0.2901378,bias
1.0,0.21360004,0.2520551,bias
0.0,0.13083296,0.31139615,unsure
0.0,0.17061763,0.20341933,impartial
1.0,0.5351847,0.26249292,bias
0.0,0.33357227,0.32446367,unsure
1.0,0.4632407,0.45739895,bias
0.0,0.19214854,0.33214062,bias
0.0,0.38158002,0.46064907,bias
0.0,0.17906597,0.27353266,impartial
0.0,0.38631457,0.4353995,impartial
0.0,0.2906074,0.3809286,bias
0.0,0.22305834,0.26466957,unsure
1.0,0.58456385,0.3169373,unsure
0.0,0.27574658,0.24329258,unsure
1.0,0.59024674,0.49006802,bias
1.0,0.83024573,0.49968946,bias
1.0,0.40384874,0.45015764,bias
0.0,0.15710393,0.23293321,bias
0.0,0.019815423,0.3718644,unsure
0.0,0.09076285,0.27959505,impartial
0.0,0.07642821,0.16953959,impartial
1.0,0.14278348,0.39296353,bias
1.0,0.19774519,0.25092617,unsure
0.0,0.20513932,0.33099335,bias
1.0,0.39874393,0.46120116,unsure
0.0,0.0506073,0.23676513,unsure
0.0,0.17544195,0.3615987,impartial
0.0,0.111021385,0.17920136,unsure
1.0,0.209437,0.20161854,unsure
0.0,0.23592667,0.365611,impartial
0.0,0.23112851,0.25395873,bias
1.0,0.23904712,0.20774369,bias
0.0,0.34547484,0.2979471,unsure
1.0,0.81410813,0.49660116,bias
0.0,0.23973082,0.25644678,bias
0.0,0.41430366,0.192238,impartial
0.0,0.20342505,0.24514346,bias
1.0,0.47384787,0.47733116,bias
1.0,0.19737044,0.40004125,impartial
0.0,0.123601995,0.3410502,unsure
1.0,0.4507262,0.45555708,bias
1.0,0.5399549,0.43845496,bias
1.0,0.25958234,0.26697364,impartial
1.0,0.26010877,0.3738431,unsure
0.0,0.08619087,0.26234013,impartial
0.0,0.30676726,0.26784283,unsure
1.0,0.18731265,0.21769117,bias
1.0,0.3747541,0.4827441,bias
1.0,0.1522727,0.31482264,bias
0.0,0.1963522,0.22964382,impartial
1.0,0.28504255,0.30142075,bias
1.0,0.38608456,0.5190146,bias
1.0,0.28265038,0.31382346,bias
1.0,0.32330844,0.34547508,bias
0.0,0.1142594,0.17208476,impartial
0.0,0.22205642,0.3360383,impartial
1.0,0.12538864,0.36378983,bias
1.0,0.35463881,0.40854564,bias
1.0,0.51758915,0.3045193,bias
0.0,0.20814176,0.26320073,unsure
1.0,0.55243856,0.34081444,unsure
1.0,0.28706235,0.34074563,bias
1.0,0.33686644,0.36459368,bias
0.0,0.45690975,0.3912463,bias
0.0,0.11469717,0.29153275,bias
0.0,0.14797698,0.22009787,impartial
0.0,0.10485367,0.22766927,impartial
0.0,0.12791727,0.24448535,bias
0.0,0.13951018,0.31334177,bias
0.0,0.07587441,0.4457166,unsure
0.0,0.23674719,0.2883415,unsure
0.0,0.11843515,0.26277032,impartial
1.0,0.21942809,0.20700945,impartial
0.0,0.14917034,0.18655896,bias
1.0,0.33105105,0.45172766,bias
0.0,0.24792774,0.34521863,bias
1.0,0.40389848,0.40337795,bias
1.0,0.79542273,0.5044172,bias
0.0,0.26647127,0.3211267,bias
0.0,0.25896755,0.41947597,impartial
1.0,0.6005275,0.49006802,impartial
0.0,0.093659915,0.2103342,unsure
0.0,0.46720243,0.37084866,bias
1.0,0.31802365,0.33468917,unsure
1.0,0.25259307,0.37076998,bias
1.0,0.19629715,0.24235682,unsure
1.0,0.12183997,0.24815814,bias
0.0,0.5226231,0.384167,unsure
1.0,0.14304233,0.4432454,bias
0.0,0.16383079,0.23135133,unsure
1.0,0.11386883,0.28765708,impartial
1.0,0.2978448,0.30318624,bias
1.0,0.18777768,0.262084,bias
0.0,0.20395468,0.4692419,bias
1.0,0.21106099,0.414875,bias
0.0,0.05795034,0.4415253,unsure
1.0,0.32852447,0.41150174,impartial
0.0,0.112023205,0.18828225,bias
1.0,0.30224276,0.40539297,bias
1.0,0.057890125,0.26735312,bias
0.0,0.36577904,0.22573219,unsure
0.0,0.17612742,0.34106416,bias
1.0,0.43856975,0.32403252,bias
0.0,0.66787684,0.38278317,unsure
0.0,0.158529,0.32601133,impartial
0.0,0.3408599,0.25114805,unsure
1.0,0.54186094,0.26005384,unsure
1.0,0.09405266,0.18861401,unsure
1.0,0.16923913,0.31184614,bias
1.0,0.0,0.0,bias
1.0,0.18665014,0.42008352,bias
0.0,0.1321581,0.17058544,impartial
1.0,0.0,0.0,bias
0.0,0.4491508,0.42345986,impartial
0.0,0.06719311,0.27243632,unsure
0.0,0.1753306,0.25700504,impartial
0.0,0.25981674,0.23753534,impartial
1.0,0.25270852,0.4008198,bias
1.0,0.44057232,0.39797854,bias
1.0,0.5724707,0.46736732,bias
0.0,0.26885837,0.16810092,bias
1.0,0.06488803,0.22897312,bias
1.0,0.5680492,0.39813128,bias
1.0,0.31761247,0.49779993,bias
1.0,0.32132337,0.22786707,impartial
0.0,0.11107961,0.3829826,unsure
1.0,0.4955634,0.49397597,bias
0.0,0.19843318,0.28012142,bias
0.0,0.3521027,0.2913797,impartial
0.0,0.120285794,0.25395355,impartial
1.0,0.17169486,0.16820183,bias
1.0,0.42246482,0.4733508,bias
1.0,0.113179944,0.15164316,impartial
1.0,0.14767659,0.31146526,bias
1.0,0.12262896,0.2643537,unsure
0.0,0.20501176,0.39148924,bias
0.0,0.1943934,0.3419653,bias
0.0,0.3067734,0.25622895,bias
1.0,0.0,0.0,bias
0.0,0.48972,0.38860297,bias
1.0,0.44474,0.49006802,bias
0.0,0.4191384,0.2896859,impartial
1.0,0.2926281,0.31709492,bias
1.0,0.11261204,0.33423722,impartial
1.0,0.12679024,0.34636423,bias
1.0,0.071913876,0.16830225,bias
1.0,0.08777455,0.2513556,bias
0.0,0.3271612,0.43412614,bias
0.0,0.20389874,0.23730649,bias
0.0,0.19426985,0.27312619,bias
1.0,0.5322883,0.42889053,bias
0.0,0.20699604,0.46455646,bias
1.0,0.5948896,0.35507128,impartial
1.0,0.17141622,0.29423502,unsure
0.0,0.13592549,0.23140837,impartial
0.0,0.28148797,0.23133369,impartial
0.0,0.36598963,0.25421786,unsure
0.0,0.403578,0.3005596,bias
0.0,0.25324434,0.36010683,bias
1.0,0.39612252,0.3738729,bias
1.0,0.52113134,0.41505986,bias
0.0,0.14797303,0.29109454,bias
1.0,0.12207546,0.34263515,bias
1.0,0.14610724,0.24608113,impartial
1.0,0.17202613,0.24905626,bias
1.0,0.0,0.0,bias
1.0,0.5068345,0.48498255,bias
0.0,0.08475286,0.29938897,bias
0.0,0.12036883,0.31808114,bias
0.0,0.14547466,0.106335394,impartial
0.0,0.08795573,0.33589965,unsure
0.0,0.6141675,0.50868833,impartial
1.0,0.06453381,0.38847372,bias
1.0,0.4293917,0.15754862,bias
1.0,0.34809062,0.29834506,bias
0.0,0.65726155,0.35261917,bias
1.0,0.31772047,0.38745335,bias
1.0,0.35094965,0.44669437,bias
